Generation,ChromosomeIndex,Fitness_MainPathQuality,Fitness_SumOfFitnessScore
3,67,0.5483871,0.5483871
3,68,0.5483871,0.5483871
3,69,0.5483871,0.5483871
3,70,0.5483871,0.5483871
3,71,0.5483871,0.5483871
3,72,0.5483871,0.5483871
3,73,0.5483871,0.5483871
3,74,0.5483871,0.5483871
3,75,0.5483871,0.5483871
3,76,0.5483871,0.5483871
3,77,0.5483871,0.5483871
3,78,0.5483871,0.5483871
3,79,0.5483871,0.5483871
3,80,0.5483871,0.5483871
3,81,0.5483871,0.5483871
3,82,0.5483871,0.5483871
3,83,0.5483871,0.5483871
3,84,0.5483871,0.5483871
3,85,0.5483871,0.5483871
3,86,0.5483871,0.5483871
3,87,0.5483871,0.5483871
3,88,0.5483871,0.5483871
3,89,0.5483871,0.5483871
3,90,0.5483871,0.5483871
3,91,0.5483871,0.5483871
3,92,0.5483871,0.5483871
3,93,0.5483871,0.5483871
3,94,0.5483871,0.5483871
3,95,0.5483871,0.5483871
3,96,0.5483871,0.5483871
3,97,0.5483871,0.5483871
3,98,0.5483871,0.5483871
3,99,0.5806451,0.5806451
4,0,0.5483871,0.5483871
4,1,0.5483871,0.5483871
4,2,0.5483871,0.5483871
4,3,0.5483871,0.5483871
4,4,0.5483871,0.5483871
4,5,0.5483871,0.5483871
4,6,0.5483871,0.5483871
4,7,0.5483871,0.5483871
4,8,0.5483871,0.5483871
4,9,0.5483871,0.5483871
4,10,0.5483871,0.5483871
4,11,0.5483871,0.5483871
4,12,0.5483871,0.5483871
4,13,0.5483871,0.5483871
4,14,0.5483871,0.5483871
4,15,0.5483871,0.5483871
4,16,0.5483871,0.5483871
4,17,0.5483871,0.5483871
4,18,0.5483871,0.5483871
4,19,0.5483871,0.5483871
4,20,0.5483871,0.5483871
4,21,0.5483871,0.5483871
4,22,0.5483871,0.5483871
4,23,0.5483871,0.5483871
4,24,0.5483871,0.5483871
4,25,0.5483871,0.5483871
4,26,0.5483871,0.5483871
4,27,0.5483871,0.5483871
4,28,0.5483871,0.5483871
4,29,0.5483871,0.5483871
4,30,0.5483871,0.5483871
4,31,0.5483871,0.5483871
4,32,0.5483871,0.5483871
4,33,0.5483871,0.5483871
4,34,0.5483871,0.5483871
4,35,0.5483871,0.5483871
4,36,0.5483871,0.5483871
4,37,0.5483871,0.5483871
4,38,0.5483871,0.5483871
4,39,0.5483871,0.5483871
4,40,0.5483871,0.5483871
4,41,0.5483871,0.5483871
4,42,0.5483871,0.5483871
4,43,0.5483871,0.5483871
4,44,0.5483871,0.5483871
4,45,0.5483871,0.5483871
4,46,0.5483871,0.5483871
4,47,0.5483871,0.5483871
4,48,0.5483871,0.5483871
4,49,0.5483871,0.5483871
4,50,0.5483871,0.5483871
4,51,0.5483871,0.5483871
4,52,0.5483871,0.5483871
4,53,0.5483871,0.5483871
4,54,0.5483871,0.5483871
4,55,0.5483871,0.5483871
4,56,0.5483871,0.5483871
4,57,0.5483871,0.5483871
4,58,0.5483871,0.5483871
4,59,0.5483871,0.5483871
4,60,0.5483871,0.5483871
4,61,0.5483871,0.5483871
4,62,0.5483871,0.5483871
4,63,0.5483871,0.5483871
4,64,0.5483871,0.5483871
4,65,0.5483871,0.5483871
4,66,0.5483871,0.5483871
4,67,0.5483871,0.5483871
4,68,0.5483871,0.5483871
4,69,0.5483871,0.5483871
4,70,0.5483871,0.5483871
4,71,0.5483871,0.5483871
4,72,0.5483871,0.5483871
4,73,0.5483871,0.5483871
4,74,0.5483871,0.5483871
4,75,0.5483871,0.5483871
4,76,0.5483871,0.5483871
4,77,0.5483871,0.5483871
4,78,0.5483871,0.5483871
4,79,0.5483871,0.5483871
4,80,0.5483871,0.5483871
4,81,0.5483871,0.5483871
4,82,0.5483871,0.5483871
4,83,0.5483871,0.5483871
4,84,0.5483871,0.5483871
4,85,0.5483871,0.5483871
4,86,0.5483871,0.5483871
4,87,0.5483871,0.5483871
4,88,0.5483871,0.5483871
4,89,0.5483871,0.5483871
4,90,0.5483871,0.5483871
4,91,0.5483871,0.5483871
4,92,0.5483871,0.5483871
4,93,0.5483871,0.5483871
4,94,0.5483871,0.5483871
4,95,0.5483871,0.5483871
4,96,0.5483871,0.5483871
4,97,0.5483871,0.5483871
4,98,0.5483871,0.5483871
4,99,0.5806451,0.5806451
5,0,0.5483871,0.5483871
5,1,0.5483871,0.5483871
5,2,0.5483871,0.5483871
5,3,0.5483871,0.5483871
5,4,0.5483871,0.5483871
5,5,0.5483871,0.5483871
5,6,0.5483871,0.5483871
5,7,0.5483871,0.5483871
5,8,0.5483871,0.5483871
5,9,0.5483871,0.5483871
5,10,0.5483871,0.5483871
5,11,0.5483871,0.5483871
5,12,0.5483871,0.5483871
5,13,0.5483871,0.5483871
5,14,0.5483871,0.5483871
5,15,0.5483871,0.5483871
5,16,0.5483871,0.5483871
5,17,0.5483871,0.5483871
5,18,0.5483871,0.5483871
5,19,0.5483871,0.5483871
5,20,0.5483871,0.5483871
5,21,0.5483871,0.5483871
5,22,0.5483871,0.5483871
5,23,0.5483871,0.5483871
5,24,0.5483871,0.5483871
5,25,0.5483871,0.5483871
5,26,0.5483871,0.5483871
5,27,0.5483871,0.5483871
5,28,0.5483871,0.5483871
5,29,0.5483871,0.5483871
5,30,0.5483871,0.5483871
5,31,0.5483871,0.5483871
5,32,0.5483871,0.5483871
5,33,0.5483871,0.5483871
5,34,0.5483871,0.5483871
5,35,0.5483871,0.5483871
5,36,0.5483871,0.5483871
5,37,0.5483871,0.5483871
5,38,0.5483871,0.5483871
5,39,0.5483871,0.5483871
5,40,0.5483871,0.5483871
5,41,0.5483871,0.5483871
5,42,0.5483871,0.5483871
5,43,0.5483871,0.5483871
5,44,0.5483871,0.5483871
5,45,0.5483871,0.5483871
5,46,0.5483871,0.5483871
5,47,0.5483871,0.5483871
5,48,0.5483871,0.5483871
5,49,0.5483871,0.5483871
5,50,0.5483871,0.5483871
5,51,0.5483871,0.5483871
5,52,0.5483871,0.5483871
5,53,0.5483871,0.5483871
5,54,0.5483871,0.5483871
5,55,0.5483871,0.5483871
5,56,0.5483871,0.5483871
5,57,0.5483871,0.5483871
5,58,0.5483871,0.5483871
5,59,0.5483871,0.5483871
5,60,0.5483871,0.5483871
5,61,0.5483871,0.5483871
5,62,0.5483871,0.5483871
5,63,0.5483871,0.5483871
5,64,0.5483871,0.5483871
5,65,0.5483871,0.5483871
5,66,0.5483871,0.5483871
5,67,0.5483871,0.5483871
5,68,0.5483871,0.5483871
5,69,0.5483871,0.5483871
5,70,0.5483871,0.5483871
5,71,0.5483871,0.5483871
5,72,0.5483871,0.5483871
5,73,0.5483871,0.5483871
5,74,0.5483871,0.5483871
5,75,0.5483871,0.5483871
5,76,0.5483871,0.5483871
5,77,0.5483871,0.5483871
5,78,0.5483871,0.5483871
5,79,0.5483871,0.5483871
5,80,0.5483871,0.5483871
5,81,0.5483871,0.5483871
5,82,0.5483871,0.5483871
5,83,0.5483871,0.5483871
5,84,0.5483871,0.5483871
5,85,0.5483871,0.5483871
5,86,0.5483871,0.5483871
5,87,0.5483871,0.5483871
5,88,0.5483871,0.5483871
5,89,0.5483871,0.5483871
5,90,0.5483871,0.5483871
5,91,0.5483871,0.5483871
5,92,0.5483871,0.5483871
5,93,0.5483871,0.5483871
5,94,0.5483871,0.5483871
5,95,0.5483871,0.5483871
5,96,0.5806451,0.5806451
5,97,0.5806451,0.5806451
5,98,0.5806451,0.5806451
5,99,0.5806451,0.5806451
6,0,0.5483871,0.5483871
6,1,0.5483871,0.5483871
6,2,0.5483871,0.5483871
6,3,0.5483871,0.5483871
6,4,0.5483871,0.5483871
6,5,0.5483871,0.5483871
6,6,0.5483871,0.5483871
6,7,0.5483871,0.5483871
6,8,0.5483871,0.5483871
6,9,0.5483871,0.5483871
6,10,0.5483871,0.5483871
6,11,0.5483871,0.5483871
6,12,0.5483871,0.5483871
6,13,0.5483871,0.5483871
6,14,0.5483871,0.5483871
6,15,0.5483871,0.5483871
6,16,0.5483871,0.5483871
6,17,0.5483871,0.5483871
6,18,0.5483871,0.5483871
6,19,0.5483871,0.5483871
6,20,0.5483871,0.5483871
6,21,0.5483871,0.5483871
6,22,0.5483871,0.5483871
6,23,0.5483871,0.5483871
6,24,0.5483871,0.5483871
6,25,0.5483871,0.5483871
6,26,0.5483871,0.5483871
6,27,0.5483871,0.5483871
6,28,0.5483871,0.5483871
6,29,0.5483871,0.5483871
6,30,0.5483871,0.5483871
6,31,0.5483871,0.5483871
6,32,0.5483871,0.5483871
6,33,0.5483871,0.5483871
6,34,0.5483871,0.5483871
6,35,0.5483871,0.5483871
6,36,0.5483871,0.5483871
6,37,0.5483871,0.5483871
6,38,0.5483871,0.5483871
6,39,0.5483871,0.5483871
6,40,0.5483871,0.5483871
6,41,0.5483871,0.5483871
6,42,0.5483871,0.5483871
6,43,0.5483871,0.5483871
6,44,0.5483871,0.5483871
6,45,0.5483871,0.5483871
6,46,0.5483871,0.5483871
6,47,0.5483871,0.5483871
6,48,0.5483871,0.5483871
6,49,0.5483871,0.5483871
6,50,0.5483871,0.5483871
6,51,0.5483871,0.5483871
6,52,0.5483871,0.5483871
6,53,0.5483871,0.5483871
6,54,0.5483871,0.5483871
6,55,0.5483871,0.5483871
6,56,0.5483871,0.5483871
6,57,0.5483871,0.5483871
6,58,0.5483871,0.5483871
6,59,0.5483871,0.5483871
6,60,0.5483871,0.5483871
6,61,0.5483871,0.5483871
6,62,0.5483871,0.5483871
6,63,0.5483871,0.5483871
6,64,0.5483871,0.5483871
6,65,0.5483871,0.5483871
6,66,0.5483871,0.5483871
6,67,0.5483871,0.5483871
6,68,0.5483871,0.5483871
6,69,0.5483871,0.5483871
6,70,0.5483871,0.5483871
6,71,0.5483871,0.5483871
6,72,0.5483871,0.5483871
6,73,0.5483871,0.5483871
6,74,0.5483871,0.5483871
6,75,0.5483871,0.5483871
6,76,0.5483871,0.5483871
6,77,0.5483871,0.5483871
6,78,0.5483871,0.5483871
6,79,0.5483871,0.5483871
6,80,0.5483871,0.5483871
6,81,0.5483871,0.5483871
6,82,0.5483871,0.5483871
6,83,0.5483871,0.5483871
6,84,0.5483871,0.5483871
6,85,0.5483871,0.5483871
6,86,0.5483871,0.5483871
6,87,0.5483871,0.5483871
6,88,0.5483871,0.5483871
6,89,0.5483871,0.5483871
6,90,0.5483871,0.5483871
6,91,0.5483871,0.5483871
6,92,0.5483871,0.5483871
6,93,0.5806451,0.5806451
6,94,0.5806451,0.5806451
6,95,0.5806451,0.5806451
6,96,0.5806451,0.5806451
6,97,0.5806451,0.5806451
6,98,0.5806451,0.5806451
6,99,0.5806451,0.5806451
7,0,0.5483871,0.5483871
7,1,0.5483871,0.5483871
7,2,0.5483871,0.5483871
7,3,0.5483871,0.5483871
7,4,0.5483871,0.5483871
7,5,0.5483871,0.5483871
7,6,0.5483871,0.5483871
7,7,0.5483871,0.5483871
7,8,0.5483871,0.5483871
7,9,0.5483871,0.5483871
7,10,0.5483871,0.5483871
7,11,0.5483871,0.5483871
7,12,0.5483871,0.5483871
7,13,0.5483871,0.5483871
7,14,0.5483871,0.5483871
7,15,0.5483871,0.5483871
7,16,0.5483871,0.5483871
7,17,0.5483871,0.5483871
7,18,0.5483871,0.5483871
7,19,0.5483871,0.5483871
7,20,0.5483871,0.5483871
7,21,0.5483871,0.5483871
7,22,0.5483871,0.5483871
7,23,0.5483871,0.5483871
7,24,0.5483871,0.5483871
7,25,0.5483871,0.5483871
7,26,0.5483871,0.5483871
7,27,0.5483871,0.5483871
7,28,0.5483871,0.5483871
7,29,0.5483871,0.5483871
7,30,0.5483871,0.5483871
7,31,0.5483871,0.5483871
7,32,0.5483871,0.5483871
7,33,0.5483871,0.5483871
7,34,0.5483871,0.5483871
7,35,0.5483871,0.5483871
7,36,0.5483871,0.5483871
7,37,0.5483871,0.5483871
7,38,0.5483871,0.5483871
7,39,0.5483871,0.5483871
7,40,0.5483871,0.5483871
7,41,0.5483871,0.5483871
7,42,0.5483871,0.5483871
7,43,0.5483871,0.5483871
7,44,0.5483871,0.5483871
7,45,0.5483871,0.5483871
7,46,0.5483871,0.5483871
7,47,0.5483871,0.5483871
7,48,0.5483871,0.5483871
7,49,0.5483871,0.5483871
7,50,0.5483871,0.5483871
7,51,0.5483871,0.5483871
7,52,0.5483871,0.5483871
7,53,0.5483871,0.5483871
7,54,0.5483871,0.5483871
7,55,0.5483871,0.5483871
7,56,0.5483871,0.5483871
7,57,0.5483871,0.5483871
7,58,0.5483871,0.5483871
7,59,0.5483871,0.5483871
7,60,0.5483871,0.5483871
7,61,0.5483871,0.5483871
7,62,0.5483871,0.5483871
7,63,0.5483871,0.5483871
7,64,0.5483871,0.5483871
7,65,0.5483871,0.5483871
7,66,0.5483871,0.5483871
7,67,0.5483871,0.5483871
7,68,0.5483871,0.5483871
7,69,0.5483871,0.5483871
7,70,0.5483871,0.5483871
7,71,0.5483871,0.5483871
7,72,0.5483871,0.5483871
7,73,0.5483871,0.5483871
7,74,0.5483871,0.5483871
7,75,0.5483871,0.5483871
7,76,0.5483871,0.5483871
7,77,0.5483871,0.5483871
7,78,0.5483871,0.5483871
7,79,0.5483871,0.5483871
7,80,0.5483871,0.5483871
7,81,0.5483871,0.5483871
7,82,0.5483871,0.5483871
7,83,0.5483871,0.5483871
7,84,0.5483871,0.5483871
7,85,0.5483871,0.5483871
7,86,0.5806451,0.5806451
7,87,0.5806451,0.5806451
7,88,0.5806451,0.5806451
7,89,0.5806451,0.5806451
7,90,0.5806451,0.5806451
7,91,0.5806451,0.5806451
7,92,0.5806451,0.5806451
7,93,0.5806451,0.5806451
7,94,0.5806451,0.5806451
7,95,0.5806451,0.5806451
7,96,0.5806451,0.5806451
7,97,0.5806451,0.5806451
7,98,0.5806451,0.5806451
7,99,0.5806451,0.5806451
8,0,0.5483871,0.5483871
8,1,0.5483871,0.5483871
8,2,0.5483871,0.5483871
8,3,0.5483871,0.5483871
8,4,0.5483871,0.5483871
8,5,0.5483871,0.5483871
8,6,0.5483871,0.5483871
8,7,0.5483871,0.5483871
8,8,0.5483871,0.5483871
8,9,0.5483871,0.5483871
8,10,0.5483871,0.5483871
8,11,0.5483871,0.5483871
8,12,0.5483871,0.5483871
8,13,0.5483871,0.5483871
8,14,0.5483871,0.5483871
8,15,0.5483871,0.5483871
8,16,0.5483871,0.5483871
8,17,0.5483871,0.5483871
8,18,0.5483871,0.5483871
8,19,0.5483871,0.5483871
8,20,0.5483871,0.5483871
8,21,0.5483871,0.5483871
8,22,0.5483871,0.5483871
8,23,0.5483871,0.5483871
8,24,0.5483871,0.5483871
8,25,0.5483871,0.5483871
8,26,0.5483871,0.5483871
8,27,0.5483871,0.5483871
8,28,0.5483871,0.5483871
8,29,0.5483871,0.5483871
8,30,0.5483871,0.5483871
8,31,0.5483871,0.5483871
8,32,0.5483871,0.5483871
8,33,0.5483871,0.5483871
8,34,0.5483871,0.5483871
8,35,0.5483871,0.5483871
8,36,0.5483871,0.5483871
8,37,0.5483871,0.5483871
8,38,0.5483871,0.5483871
8,39,0.5483871,0.5483871
8,40,0.5483871,0.5483871
8,41,0.5483871,0.5483871
8,42,0.5483871,0.5483871
8,43,0.5483871,0.5483871
8,44,0.5483871,0.5483871
8,45,0.5483871,0.5483871
8,46,0.5483871,0.5483871
8,47,0.5483871,0.5483871
8,48,0.5483871,0.5483871
8,49,0.5483871,0.5483871
8,50,0.5483871,0.5483871
8,51,0.5483871,0.5483871
8,52,0.5483871,0.5483871
8,53,0.5483871,0.5483871
8,54,0.5483871,0.5483871
8,55,0.5483871,0.5483871
8,56,0.5483871,0.5483871
8,57,0.5483871,0.5483871
8,58,0.5483871,0.5483871
8,59,0.5483871,0.5483871
8,60,0.5483871,0.5483871
8,61,0.5483871,0.5483871
8,62,0.5483871,0.5483871
8,63,0.5483871,0.5483871
8,64,0.5483871,0.5483871
8,65,0.5806451,0.5806451
8,66,0.5806451,0.5806451
8,67,0.5806451,0.5806451
8,68,0.5806451,0.5806451
