Generation,ChromosomeIndex,Fitness_MainPathQuality,Fitness_SumOfFitnessScore
24,83,0.5806451,0.5806451
24,84,0.5806451,0.5806451
24,85,0.5806451,0.5806451
24,86,0.5806451,0.5806451
24,87,0.5806451,0.5806451
24,88,0.5806451,0.5806451
24,89,0.5806451,0.5806451
24,90,0.5806451,0.5806451
24,91,0.5806451,0.5806451
24,92,0.5806451,0.5806451
24,93,0.5806451,0.5806451
24,94,0.5806451,0.5806451
24,95,0.5806451,0.5806451
24,96,0.5806451,0.5806451
24,97,0.5806451,0.5806451
24,98,0.5806451,0.5806451
24,99,0.5806451,0.5806451
25,0,0.5806451,0.5806451
25,1,0.5806451,0.5806451
25,2,0.5806451,0.5806451
25,3,0.5806451,0.5806451
25,4,0.5806451,0.5806451
25,5,0.5806451,0.5806451
25,6,0.5806451,0.5806451
25,7,0.5806451,0.5806451
25,8,0.5806451,0.5806451
25,9,0.5806451,0.5806451
25,10,0.5806451,0.5806451
25,11,0.5806451,0.5806451
25,12,0.5806451,0.5806451
25,13,0.5806451,0.5806451
25,14,0.5806451,0.5806451
25,15,0.5806451,0.5806451
25,16,0.5806451,0.5806451
25,17,0.5806451,0.5806451
25,18,0.5806451,0.5806451
25,19,0.5806451,0.5806451
25,20,0.5806451,0.5806451
25,21,0.5806451,0.5806451
25,22,0.5806451,0.5806451
25,23,0.5806451,0.5806451
25,24,0.5806451,0.5806451
25,25,0.5806451,0.5806451
25,26,0.5806451,0.5806451
25,27,0.5806451,0.5806451
25,28,0.5806451,0.5806451
25,29,0.5806451,0.5806451
25,30,0.5806451,0.5806451
25,31,0.5806451,0.5806451
25,32,0.5806451,0.5806451
25,33,0.5806451,0.5806451
25,34,0.5806451,0.5806451
25,35,0.5806451,0.5806451
25,36,0.5806451,0.5806451
25,37,0.5806451,0.5806451
25,38,0.5806451,0.5806451
25,39,0.5806451,0.5806451
25,40,0.5806451,0.5806451
25,41,0.5806451,0.5806451
25,42,0.5806451,0.5806451
25,43,0.5806451,0.5806451
25,44,0.5806451,0.5806451
25,45,0.5806451,0.5806451
25,46,0.5806451,0.5806451
25,47,0.5806451,0.5806451
25,48,0.5806451,0.5806451
25,49,0.5806451,0.5806451
25,50,0.5806451,0.5806451
25,51,0.5806451,0.5806451
25,52,0.5806451,0.5806451
25,53,0.5806451,0.5806451
25,54,0.5806451,0.5806451
25,55,0.5806451,0.5806451
25,56,0.5806451,0.5806451
25,57,0.5806451,0.5806451
25,58,0.5806451,0.5806451
25,59,0.5806451,0.5806451
25,60,0.5806451,0.5806451
25,61,0.5806451,0.5806451
25,62,0.5806451,0.5806451
25,63,0.5806451,0.5806451
25,64,0.5806451,0.5806451
25,65,0.5806451,0.5806451
25,66,0.5806451,0.5806451
25,67,0.5806451,0.5806451
25,68,0.5806451,0.5806451
25,69,0.5806451,0.5806451
25,70,0.5806451,0.5806451
25,71,0.5806451,0.5806451
25,72,0.5806451,0.5806451
25,73,0.5806451,0.5806451
25,74,0.5806451,0.5806451
25,75,0.5806451,0.5806451
25,76,0.5806451,0.5806451
25,77,0.5806451,0.5806451
25,78,0.5806451,0.5806451
25,79,0.5806451,0.5806451
25,80,0.5806451,0.5806451
25,81,0.5806451,0.5806451
25,82,0.5806451,0.5806451
25,83,0.5806451,0.5806451
25,84,0.5806451,0.5806451
25,85,0.5806451,0.5806451
25,86,0.5806451,0.5806451
25,87,0.5806451,0.5806451
25,88,0.5806451,0.5806451
25,89,0.5806451,0.5806451
25,90,0.5806451,0.5806451
25,91,0.5806451,0.5806451
25,92,0.5806451,0.5806451
25,93,0.5806451,0.5806451
25,94,0.5806451,0.5806451
25,95,0.5806451,0.5806451
25,96,0.5806451,0.5806451
25,97,0.5806451,0.5806451
25,98,0.5806451,0.5806451
25,99,0.5806451,0.5806451
26,0,0.5806451,0.5806451
26,1,0.5806451,0.5806451
26,2,0.5806451,0.5806451
26,3,0.5806451,0.5806451
26,4,0.5806451,0.5806451
26,5,0.5806451,0.5806451
26,6,0.5806451,0.5806451
26,7,0.5806451,0.5806451
26,8,0.5806451,0.5806451
26,9,0.5806451,0.5806451
26,10,0.5806451,0.5806451
26,11,0.5806451,0.5806451
26,12,0.5806451,0.5806451
26,13,0.5806451,0.5806451
26,14,0.5806451,0.5806451
26,15,0.5806451,0.5806451
26,16,0.5806451,0.5806451
26,17,0.5806451,0.5806451
26,18,0.5806451,0.5806451
26,19,0.5806451,0.5806451
26,20,0.5806451,0.5806451
26,21,0.5806451,0.5806451
26,22,0.5806451,0.5806451
26,23,0.5806451,0.5806451
26,24,0.5806451,0.5806451
26,25,0.5806451,0.5806451
26,26,0.5806451,0.5806451
26,27,0.5806451,0.5806451
26,28,0.5806451,0.5806451
26,29,0.5806451,0.5806451
26,30,0.5806451,0.5806451
26,31,0.5806451,0.5806451
26,32,0.5806451,0.5806451
26,33,0.5806451,0.5806451
26,34,0.5806451,0.5806451
26,35,0.5806451,0.5806451
26,36,0.5806451,0.5806451
26,37,0.5806451,0.5806451
26,38,0.5806451,0.5806451
26,39,0.5806451,0.5806451
26,40,0.5806451,0.5806451
26,41,0.5806451,0.5806451
26,42,0.5806451,0.5806451
26,43,0.5806451,0.5806451
26,44,0.5806451,0.5806451
26,45,0.5806451,0.5806451
26,46,0.5806451,0.5806451
26,47,0.5806451,0.5806451
26,48,0.5806451,0.5806451
26,49,0.5806451,0.5806451
26,50,0.5806451,0.5806451
26,51,0.5806451,0.5806451
26,52,0.5806451,0.5806451
26,53,0.5806451,0.5806451
26,54,0.5806451,0.5806451
26,55,0.5806451,0.5806451
26,56,0.5806451,0.5806451
26,57,0.5806451,0.5806451
26,58,0.5806451,0.5806451
26,59,0.5806451,0.5806451
26,60,0.5806451,0.5806451
26,61,0.5806451,0.5806451
26,62,0.5806451,0.5806451
26,63,0.5806451,0.5806451
26,64,0.5806451,0.5806451
26,65,0.5806451,0.5806451
26,66,0.5806451,0.5806451
26,67,0.5806451,0.5806451
26,68,0.5806451,0.5806451
26,69,0.5806451,0.5806451
26,70,0.5806451,0.5806451
26,71,0.5806451,0.5806451
26,72,0.5806451,0.5806451
26,73,0.5806451,0.5806451
26,74,0.5806451,0.5806451
26,75,0.5806451,0.5806451
26,76,0.5806451,0.5806451
26,77,0.5806451,0.5806451
26,78,0.5806451,0.5806451
26,79,0.5806451,0.5806451
26,80,0.5806451,0.5806451
26,81,0.5806451,0.5806451
26,82,0.5806451,0.5806451
26,83,0.5806451,0.5806451
26,84,0.5806451,0.5806451
26,85,0.5806451,0.5806451
26,86,0.5806451,0.5806451
26,87,0.5806451,0.5806451
26,88,0.5806451,0.5806451
26,89,0.5806451,0.5806451
26,90,0.5806451,0.5806451
26,91,0.5806451,0.5806451
26,92,0.5806451,0.5806451
26,93,0.5806451,0.5806451
26,94,0.5806451,0.5806451
26,95,0.5806451,0.5806451
26,96,0.5806451,0.5806451
26,97,0.5806451,0.5806451
26,98,0.5806451,0.5806451
26,99,0.5806451,0.5806451
27,0,0.5806451,0.5806451
27,1,0.5806451,0.5806451
27,2,0.5806451,0.5806451
27,3,0.5806451,0.5806451
27,4,0.5806451,0.5806451
27,5,0.5806451,0.5806451
27,6,0.5806451,0.5806451
27,7,0.5806451,0.5806451
27,8,0.5806451,0.5806451
27,9,0.5806451,0.5806451
27,10,0.5806451,0.5806451
27,11,0.5806451,0.5806451
27,12,0.5806451,0.5806451
27,13,0.5806451,0.5806451
27,14,0.5806451,0.5806451
27,15,0.5806451,0.5806451
27,16,0.5806451,0.5806451
27,17,0.5806451,0.5806451
27,18,0.5806451,0.5806451
27,19,0.5806451,0.5806451
27,20,0.5806451,0.5806451
27,21,0.5806451,0.5806451
27,22,0.5806451,0.5806451
27,23,0.5806451,0.5806451
27,24,0.5806451,0.5806451
27,25,0.5806451,0.5806451
27,26,0.5806451,0.5806451
27,27,0.5806451,0.5806451
27,28,0.5806451,0.5806451
27,29,0.5806451,0.5806451
27,30,0.5806451,0.5806451
27,31,0.5806451,0.5806451
27,32,0.5806451,0.5806451
27,33,0.5806451,0.5806451
27,34,0.5806451,0.5806451
27,35,0.5806451,0.5806451
27,36,0.5806451,0.5806451
27,37,0.5806451,0.5806451
27,38,0.5806451,0.5806451
27,39,0.5806451,0.5806451
27,40,0.5806451,0.5806451
27,41,0.5806451,0.5806451
27,42,0.5806451,0.5806451
27,43,0.5806451,0.5806451
27,44,0.5806451,0.5806451
27,45,0.5806451,0.5806451
27,46,0.5806451,0.5806451
27,47,0.5806451,0.5806451
27,48,0.5806451,0.5806451
27,49,0.5806451,0.5806451
27,50,0.5806451,0.5806451
27,51,0.5806451,0.5806451
27,52,0.5806451,0.5806451
27,53,0.5806451,0.5806451
27,54,0.5806451,0.5806451
27,55,0.5806451,0.5806451
27,56,0.5806451,0.5806451
27,57,0.5806451,0.5806451
27,58,0.5806451,0.5806451
27,59,0.5806451,0.5806451
27,60,0.5806451,0.5806451
27,61,0.5806451,0.5806451
27,62,0.5806451,0.5806451
27,63,0.5806451,0.5806451
27,64,0.5806451,0.5806451
27,65,0.5806451,0.5806451
27,66,0.5806451,0.5806451
27,67,0.5806451,0.5806451
27,68,0.5806451,0.5806451
27,69,0.5806451,0.5806451
27,70,0.5806451,0.5806451
27,71,0.5806451,0.5806451
27,72,0.5806451,0.5806451
27,73,0.5806451,0.5806451
27,74,0.5806451,0.5806451
27,75,0.5806451,0.5806451
27,76,0.5806451,0.5806451
27,77,0.5806451,0.5806451
27,78,0.5806451,0.5806451
27,79,0.5806451,0.5806451
27,80,0.5806451,0.5806451
27,81,0.5806451,0.5806451
27,82,0.5806451,0.5806451
27,83,0.5806451,0.5806451
27,84,0.5806451,0.5806451
27,85,0.5806451,0.5806451
27,86,0.5806451,0.5806451
27,87,0.5806451,0.5806451
27,88,0.5806451,0.5806451
27,89,0.5806451,0.5806451
27,90,0.5806451,0.5806451
27,91,0.5806451,0.5806451
27,92,0.5806451,0.5806451
27,93,0.5806451,0.5806451
27,94,0.5806451,0.5806451
27,95,0.5806451,0.5806451
27,96,0.5806451,0.5806451
27,97,0.5806451,0.5806451
27,98,0.5806451,0.5806451
27,99,0.5806451,0.5806451
28,0,0.5806451,0.5806451
28,1,0.5806451,0.5806451
28,2,0.5806451,0.5806451
28,3,0.5806451,0.5806451
28,4,0.5806451,0.5806451
28,5,0.5806451,0.5806451
28,6,0.5806451,0.5806451
28,7,0.5806451,0.5806451
28,8,0.5806451,0.5806451
28,9,0.5806451,0.5806451
28,10,0.5806451,0.5806451
28,11,0.5806451,0.5806451
28,12,0.5806451,0.5806451
28,13,0.5806451,0.5806451
28,14,0.5806451,0.5806451
28,15,0.5806451,0.5806451
28,16,0.5806451,0.5806451
28,17,0.5806451,0.5806451
28,18,0.5806451,0.5806451
28,19,0.5806451,0.5806451
28,20,0.5806451,0.5806451
28,21,0.5806451,0.5806451
28,22,0.5806451,0.5806451
28,23,0.5806451,0.5806451
28,24,0.5806451,0.5806451
28,25,0.5806451,0.5806451
28,26,0.5806451,0.5806451
28,27,0.5806451,0.5806451
28,28,0.5806451,0.5806451
28,29,0.5806451,0.5806451
28,30,0.5806451,0.5806451
28,31,0.5806451,0.5806451
28,32,0.5806451,0.5806451
28,33,0.5806451,0.5806451
28,34,0.5806451,0.5806451
28,35,0.5806451,0.5806451
28,36,0.5806451,0.5806451
28,37,0.5806451,0.5806451
28,38,0.5806451,0.5806451
28,39,0.5806451,0.5806451
28,40,0.5806451,0.5806451
28,41,0.5806451,0.5806451
28,42,0.5806451,0.5806451
28,43,0.5806451,0.5806451
28,44,0.5806451,0.5806451
28,45,0.5806451,0.5806451
28,46,0.5806451,0.5806451
28,47,0.5806451,0.5806451
28,48,0.5806451,0.5806451
28,49,0.5806451,0.5806451
28,50,0.5806451,0.5806451
28,51,0.5806451,0.5806451
28,52,0.5806451,0.5806451
28,53,0.5806451,0.5806451
28,54,0.5806451,0.5806451
28,55,0.5806451,0.5806451
28,56,0.5806451,0.5806451
28,57,0.5806451,0.5806451
28,58,0.5806451,0.5806451
28,59,0.5806451,0.5806451
28,60,0.5806451,0.5806451
28,61,0.5806451,0.5806451
28,62,0.5806451,0.5806451
28,63,0.5806451,0.5806451
28,64,0.5806451,0.5806451
28,65,0.5806451,0.5806451
28,66,0.5806451,0.5806451
28,67,0.5806451,0.5806451
28,68,0.5806451,0.5806451
28,69,0.5806451,0.5806451
28,70,0.5806451,0.5806451
28,71,0.5806451,0.5806451
28,72,0.5806451,0.5806451
28,73,0.5806451,0.5806451
28,74,0.5806451,0.5806451
28,75,0.5806451,0.5806451
28,76,0.5806451,0.5806451
28,77,0.5806451,0.5806451
28,78,0.5806451,0.5806451
28,79,0.5806451,0.5806451
28,80,0.5806451,0.5806451
28,81,0.5806451,0.5806451
28,82,0.5806451,0.5806451
28,83,0.5806451,0.5806451
28,84,0.5806451,0.5806451
28,85,0.5806451,0.5806451
28,86,0.5806451,0.5806451
28,87,0.5806451,0.5806451
28,88,0.5806451,0.5806451
28,89,0.5806451,0.5806451
28,90,0.5806451,0.5806451
28,91,0.5806451,0.5806451
28,92,0.5806451,0.5806451
28,93,0.5806451,0.5806451
28,94,0.5806451,0.5806451
28,95,0.5806451,0.5806451
28,96,0.5806451,0.5806451
28,97,0.5806451,0.5806451
28,98,0.5806451,0.5806451
28,99,0.5806451,0.5806451
29,0,0.5806451,0.5806451
29,1,0.5806451,0.5806451
29,2,0.5806451,0.5806451
29,3,0.5806451,0.5806451
29,4,0.5806451,0.5806451
29,5,0.5806451,0.5806451
29,6,0.5806451,0.5806451
29,7,0.5806451,0.5806451
29,8,0.5806451,0.5806451
29,9,0.5806451,0.5806451
29,10,0.5806451,0.5806451
29,11,0.5806451,0.5806451
29,12,0.5806451,0.5806451
29,13,0.5806451,0.5806451
29,14,0.5806451,0.5806451
29,15,0.5806451,0.5806451
29,16,0.5806451,0.5806451
29,17,0.5806451,0.5806451
29,18,0.5806451,0.5806451
29,19,0.5806451,0.5806451
29,20,0.5806451,0.5806451
29,21,0.5806451,0.5806451
29,22,0.5806451,0.5806451
29,23,0.5806451,0.5806451
29,24,0.5806451,0.5806451
29,25,0.5806451,0.5806451
29,26,0.5806451,0.5806451
29,27,0.5806451,0.5806451
29,28,0.5806451,0.5806451
29,29,0.5806451,0.5806451
29,30,0.5806451,0.5806451
29,31,0.5806451,0.5806451
29,32,0.5806451,0.5806451
29,33,0.5806451,0.5806451
29,34,0.5806451,0.5806451
29,35,0.5806451,0.5806451
29,36,0.5806451,0.5806451
29,37,0.5806451,0.5806451
29,38,0.5806451,0.5806451
29,39,0.5806451,0.5806451
29,40,0.5806451,0.5806451
29,41,0.5806451,0.5806451
29,42,0.5806451,0.5806451
29,43,0.5806451,0.5806451
29,44,0.5806451,0.5806451
29,45,0.5806451,0.5806451
29,46,0.5806451,0.5806451
29,47,0.5806451,0.5806451
29,48,0.5806451,0.5806451
29,49,0.5806451,0.5806451
29,50,0.5806451,0.5806451
29,51,0.5806451,0.5806451
29,52,0.5806451,0.5806451
29,53,0.5806451,0.5806451
29,54,0.5806451,0.5806451
29,55,0.5806451,0.5806451
29,56,0.5806451,0.5806451
29,57,0.5806451,0.5806451
29,58,0.5806451,0.5806451
29,59,0.5806451,0.5806451
29,60,0.5806451,0.5806451
29,61,0.5806451,0.5806451
29,62,0.5806451,0.5806451
29,63,0.5806451,0.5806451
29,64,0.5806451,0.5806451
29,65,0.5806451,0.5806451
29,66,0.5806451,0.5806451
29,67,0.5806451,0.5806451
29,68,0.5806451,0.5806451
29,69,0.5806451,0.5806451
29,70,0.5806451,0.5806451
29,71,0.5806451,0.5806451
29,72,0.5806451,0.5806451
29,73,0.5806451,0.5806451
29,74,0.5806451,0.5806451
29,75,0.5806451,0.5806451
29,76,0.5806451,0.5806451
29,77,0.5806451,0.5806451
29,78,0.5806451,0.5806451
29,79,0.5806451,0.5806451
29,80,0.5806451,0.5806451
29,81,0.5806451,0.5806451
29,82,0.5806451,0.5806451
29,83,0.5806451,0.5806451
29,84,0.5806451,0.5806451
29,85,0.5806451,0.5806451
29,86,0.5806451,0.5806451
29,87,0.5806451,0.5806451
29,88,0.5806451,0.5806451
29,89,0.5806451,0.5806451
29,90,0.5806451,0.5806451
29,91,0.5806451,0.5806451
29,92,0.5806451,0.5806451
29,93,0.5806451,0.5806451
29,94,0.5806451,0.5806451
29,95,0.5806451,0.5806451
29,96,0.5806451,0.5806451
29,97,0.5806451,0.5806451
29,98,0.5806451,0.5806451
29,99,0.5806451,0.5806451
30,0,0.5806451,0.5806451
30,1,0.5806451,0.5806451
30,2,0.5806451,0.5806451
30,3,0.5806451,0.5806451
30,4,0.5806451,0.5806451
30,5,0.5806451,0.5806451
30,6,0.5806451,0.5806451
30,7,0.5806451,0.5806451
30,8,0.5806451,0.5806451
30,9,0.5806451,0.5806451
30,10,0.5806451,0.5806451
30,11,0.5806451,0.5806451
30,12,0.5806451,0.5806451
30,13,0.5806451,0.5806451
30,14,0.5806451,0.5806451
30,15,0.5806451,0.5806451
30,16,0.5806451,0.5806451
30,17,0.5806451,0.5806451
30,18,0.5806451,0.5806451
30,19,0.5806451,0.5806451
30,20,0.5806451,0.5806451
30,21,0.5806451,0.5806451
30,22,0.5806451,0.5806451
30,23,0.5806451,0.5806451
30,24,0.5806451,0.5806451
30,25,0.5806451,0.5806451
30,26,0.5806451,0.5806451
30,27,0.5806451,0.5806451
30,28,0.5806451,0.5806451
30,29,0.5806451,0.5806451
30,30,0.5806451,0.5806451
30,31,0.5806451,0.5806451
30,32,0.5806451,0.5806451
30,33,0.5806451,0.5806451
30,34,0.5806451,0.5806451
30,35,0.5806451,0.5806451
30,36,0.5806451,0.5806451
30,37,0.5806451,0.5806451
30,38,0.5806451,0.5806451
30,39,0.5806451,0.5806451
30,40,0.5806451,0.5806451
30,41,0.5806451,0.5806451
30,42,0.5806451,0.5806451
30,43,0.5806451,0.5806451
30,44,0.5806451,0.5806451
30,45,0.5806451,0.5806451
30,46,0.5806451,0.5806451
30,47,0.5806451,0.5806451
30,48,0.5806451,0.5806451
30,49,0.5806451,0.5806451
30,50,0.5806451,0.5806451
30,51,0.5806451,0.5806451
30,52,0.5806451,0.5806451
30,53,0.5806451,0.5806451
30,54,0.5806451,0.5806451
30,55,0.5806451,0.5806451
30,56,0.5806451,0.5806451
30,57,0.5806451,0.5806451
30,58,0.5806451,0.5806451
30,59,0.5806451,0.5806451
30,60,0.5806451,0.5806451
30,61,0.5806451,0.5806451
30,62,0.5806451,0.5806451
30,63,0.5806451,0.5806451
30,64,0.5806451,0.5806451
30,65,0.5806451,0.5806451
30,66,0.5806451,0.5806451
30,67,0.5806451,0.5806451
30,68,0.5806451,0.5806451
30,69,0.5806451,0.5806451
30,70,0.5806451,0.5806451
30,71,0.5806451,0.5806451
30,72,0.5806451,0.5806451
30,73,0.5806451,0.5806451
30,74,0.5806451,0.5806451
30,75,0.5806451,0.5806451
30,76,0.5806451,0.5806451
30,77,0.5806451,0.5806451
30,78,0.5806451,0.5806451
30,79,0.5806451,0.5806451
30,80,0.5806451,0.5806451
30,81,0.5806451,0.5806451
30,82,0.5806451,0.5806451
30,83,0.5806451,0.5806451
30,84,0.5806451,0.5806451
30,85,0.5806451,0.5806451
30,86,0.5806451,0.5806451
30,87,0.5806451,0.5806451
30,88,0.5806451,0.5806451
30,89,0.5806451,0.5806451
30,90,0.5806451,0.5806451
30,91,0.5806451,0.5806451
30,92,0.5806451,0.5806451
30,93,0.5806451,0.5806451
30,94,0.5806451,0.5806451
30,95,0.5806451,0.5806451
30,96,0.5806451,0.5806451
30,97,0.5806451,0.5806451
30,98,0.5806451,0.5806451
30,99,0.5806451,0.5806451
31,0,0.5806451,0.5806451
31,1,0.5806451,0.5806451
31,2,0.5806451,0.5806451
31,3,0.5806451,0.5806451
31,4,0.5806451,0.5806451
31,5,0.5806451,0.5806451
31,6,0.5806451,0.5806451
31,7,0.5806451,0.5806451
31,8,0.5806451,0.5806451
31,9,0.5806451,0.5806451
31,10,0.5806451,0.5806451
31,11,0.5806451,0.5806451
31,12,0.5806451,0.5806451
31,13,0.5806451,0.5806451
31,14,0.5806451,0.5806451
31,15,0.5806451,0.5806451
31,16,0.5806451,0.5806451
31,17,0.5806451,0.5806451
31,18,0.5806451,0.5806451
31,19,0.5806451,0.5806451
31,20,0.5806451,0.5806451
31,21,0.5806451,0.5806451
31,22,0.5806451,0.5806451
31,23,0.5806451,0.5806451
31,24,0.5806451,0.5806451
31,25,0.5806451,0.5806451
31,26,0.5806451,0.5806451
31,27,0.5806451,0.5806451
31,28,0.5806451,0.5806451
31,29,0.5806451,0.5806451
31,30,0.5806451,0.5806451
31,31,0.5806451,0.5806451
31,32,0.5806451,0.5806451
31,33,0.5806451,0.5806451
31,34,0.5806451,0.5806451
31,35,0.5806451,0.5806451
31,36,0.5806451,0.5806451
31,37,0.5806451,0.5806451
31,38,0.5806451,0.5806451
31,39,0.5806451,0.5806451
31,40,0.5806451,0.5806451
31,41,0.5806451,0.5806451
31,42,0.5806451,0.5806451
31,43,0.5806451,0.5806451
31,44,0.5806451,0.5806451
31,45,0.5806451,0.5806451
31,46,0.5806451,0.5806451
31,47,0.5806451,0.5806451
31,48,0.5806451,0.5806451
31,49,0.5806451,0.5806451
31,50,0.5806451,0.5806451
31,51,0.5806451,0.5806451
31,52,0.5806451,0.5806451
31,53,0.5806451,0.5806451
31,54,0.5806451,0.5806451
31,55,0.5806451,0.5806451
31,56,0.5806451,0.5806451
31,57,0.5806451,0.5806451
31,58,0.5806451,0.5806451
31,59,0.5806451,0.5806451
31,60,0.5806451,0.5806451
31,61,0.5806451,0.5806451
31,62,0.5806451,0.5806451
31,63,0.5806451,0.5806451
31,64,0.5806451,0.5806451
31,65,0.5806451,0.5806451
31,66,0.5806451,0.5806451
31,67,0.5806451,0.5806451
31,68,0.5806451,0.5806451
31,69,0.5806451,0.5806451
31,70,0.5806451,0.5806451
31,71,0.5806451,0.5806451
31,72,0.5806451,0.5806451
31,73,0.5806451,0.5806451
31,74,0.5806451,0.5806451
31,75,0.5806451,0.5806451
31,76,0.5806451,0.5806451
31,77,0.5806451,0.5806451
31,78,0.5806451,0.5806451
31,79,0.5806451,0.5806451
31,80,0.5806451,0.5806451
31,81,0.5806451,0.5806451
31,82,0.5806451,0.5806451
31,83,0.5806451,0.5806451
31,84,0.5806451,0.5806451
31,85,0.5806451,0.5806451
31,86,0.5806451,0.5806451
31,87,0.5806451,0.5806451
31,88,0.5806451,0.5806451
31,89,0.5806451,0.5806451
31,90,0.5806451,0.5806451
31,91,0.5806451,0.5806451
31,92,0.5806451,0.5806451
31,93,0.5806451,0.5806451
31,94,0.5806451,0.5806451
31,95,0.5806451,0.5806451
31,96,0.5806451,0.5806451
31,97,0.5806451,0.5806451
31,98,0.5806451,0.5806451
31,99,0.5806451,0.5806451
32,0,0.5806451,0.5806451
32,1,0.5806451,0.5806451
32,2,0.5806451,0.5806451
32,3,0.5806451,0.5806451
32,4,0.5806451,0.5806451
32,5,0.5806451,0.5806451
32,6,0.5806451,0.5806451
32,7,0.5806451,0.5806451
32,8,0.5806451,0.5806451
32,9,0.5806451,0.5806451
32,10,0.5806451,0.5806451
32,11,0.5806451,0.5806451
32,12,0.5806451,0.5806451
32,13,0.5806451,0.5806451
32,14,0.5806451,0.5806451
32,15,0.5806451,0.5806451
32,16,0.5806451,0.5806451
32,17,0.5806451,0.5806451
32,18,0.5806451,0.5806451
32,19,0.5806451,0.5806451
32,20,0.5806451,0.5806451
32,21,0.5806451,0.5806451
32,22,0.5806451,0.5806451
32,23,0.5806451,0.5806451
32,24,0.5806451,0.5806451
32,25,0.5806451,0.5806451
32,26,0.5806451,0.5806451
32,27,0.5806451,0.5806451
32,28,0.5806451,0.5806451
32,29,0.5806451,0.5806451
32,30,0.5806451,0.5806451
32,31,0.5806451,0.5806451
32,32,0.5806451,0.5806451
32,33,0.5806451,0.5806451
32,34,0.5806451,0.5806451
32,35,0.5806451,0.5806451
32,36,0.5806451,0.5806451
32,37,0.5806451,0.5806451
32,38,0.5806451,0.5806451
32,39,0.5806451,0.5806451
32,40,0.5806451,0.5806451
32,41,0.5806451,0.5806451
32,42,0.5806451,0.5806451
32,43,0.5806451,0.5806451
32,44,0.5806451,0.5806451
32,45,0.5806451,0.5806451
32,46,0.5806451,0.5806451
32,47,0.5806451,0.5806451
32,48,0.5806451,0.5806451
32,49,0.5806451,0.5806451
32,50,0.5806451,0.5806451
32,51,0.5806451,0.5806451
32,52,0.5806451,0.5806451
32,53,0.5806451,0.5806451
32,54,0.5806451,0.5806451
32,55,0.5806451,0.5806451
32,56,0.5806451,0.5806451
32,57,0.5806451,0.5806451
32,58,0.5806451,0.5806451
32,59,0.5806451,0.5806451
32,60,0.5806451,0.5806451
32,61,0.5806451,0.5806451
32,62,0.5806451,0.5806451
32,63,0.5806451,0.5806451
32,64,0.5806451,0.5806451
32,65,0.5806451,0.5806451
32,66,0.5806451,0.5806451
32,67,0.5806451,0.5806451
32,68,0.5806451,0.5806451
32,69,0.5806451,0.5806451
32,70,0.5806451,0.5806451
32,71,0.5806451,0.5806451
32,72,0.5806451,0.5806451
32,73,0.5806451,0.5806451
32,74,0.5806451,0.5806451
32,75,0.5806451,0.5806451
32,76,0.5806451,0.5806451
32,77,0.5806451,0.5806451
32,78,0.5806451,0.5806451
32,79,0.5806451,0.5806451
32,80,0.5806451,0.5806451
32,81,0.5806451,0.5806451
32,82,0.5806451,0.5806451
32,83,0.5806451,0.5806451
32,84,0.5806451,0.5806451
32,85,0.5806451,0.5806451
32,86,0.5806451,0.5806451
32,87,0.5806451,0.5806451
32,88,0.5806451,0.5806451
32,89,0.5806451,0.5806451
32,90,0.5806451,0.5806451
32,91,0.5806451,0.5806451
32,92,0.5806451,0.5806451
32,93,0.5806451,0.5806451
32,94,0.5806451,0.5806451
32,95,0.5806451,0.5806451
32,96,0.5806451,0.5806451
32,97,0.5806451,0.5806451
32,98,0.5806451,0.5806451
32,99,0.5806451,0.5806451
33,0,0.5806451,0.5806451
33,1,0.5806451,0.5806451
33,2,0.5806451,0.5806451
33,3,0.5806451,0.5806451
33,4,0.5806451,0.5806451
33,5,0.5806451,0.5806451
33,6,0.5806451,0.5806451
33,7,0.5806451,0.5806451
33,8,0.5806451,0.5806451
33,9,0.5806451,0.5806451
33,10,0.5806451,0.5806451
33,11,0.5806451,0.5806451
33,12,0.5806451,0.5806451
33,13,0.5806451,0.5806451
33,14,0.5806451,0.5806451
33,15,0.5806451,0.5806451
33,16,0.5806451,0.5806451
33,17,0.5806451,0.5806451
33,18,0.5806451,0.5806451
33,19,0.5806451,0.5806451
33,20,0.5806451,0.5806451
33,21,0.5806451,0.5806451
33,22,0.5806451,0.5806451
33,23,0.5806451,0.5806451
33,24,0.5806451,0.5806451
33,25,0.5806451,0.5806451
33,26,0.5806451,0.5806451
33,27,0.5806451,0.5806451
33,28,0.5806451,0.5806451
33,29,0.5806451,0.5806451
33,30,0.5806451,0.5806451
33,31,0.5806451,0.5806451
33,32,0.5806451,0.5806451
33,33,0.5806451,0.5806451
33,34,0.5806451,0.5806451
33,35,0.5806451,0.5806451
33,36,0.5806451,0.5806451
33,37,0.5806451,0.5806451
33,38,0.5806451,0.5806451
33,39,0.5806451,0.5806451
33,40,0.5806451,0.5806451
33,41,0.5806451,0.5806451
33,42,0.5806451,0.5806451
33,43,0.5806451,0.5806451
33,44,0.5806451,0.5806451
33,45,0.5806451,0.5806451
33,46,0.5806451,0.5806451
33,47,0.5806451,0.5806451
33,48,0.5806451,0.5806451
33,49,0.5806451,0.5806451
33,50,0.5806451,0.5806451
33,51,0.5806451,0.5806451
33,52,0.5806451,0.5806451
33,53,0.5806451,0.5806451
33,54,0.5806451,0.5806451
